Dauerzaehlstellennummer;Dauerzaehlstellenname;Landesnummer;Landeskuerzel;Straßenklasse;Straßennummer;Straßennumernzusatz;Nahziel_Richtung_1;Himmelsrichtung_Richtung_1;Nahziel_Richtung_2;Himmelsrichtung_Richtung_2;Koordinaten_UTM32_E;Koordinaten_UTM32_N
3897;Droßdorf;15;ST;B;2;; Zeitz;N; Droßdorf;S;719079,000;5655829,000
3898;Kropstädt;15;ST;B;2;; K2012, Kropstädt;N; K2011, Wittenberg;S;755038,500;5759932,000
3899;Göritz;15;ST;B;107;; Göritz;N; AS Köselitz (A9);S;738326,342;5765810,742
3900;Freyburg (2) WWA;15;ST;B;176;; Abzweig B180;O; Abzweig L207;W;695275,263;5676320,662
3920;Königerode/Windmühle;15;ST;B;242;; Abzweig K2751;O; Königerode (K2351);W;654508,879;5718684,044
3921;Rösa;15;ST;B;183;; Schwemsal (B107);O; Pouch (B100);W;742344,657;5724445,067
3959;Haldensleben;15;ST;B;71;; Abzweig L42;O; Abzweig B71/B245;W;666972,500;5794578,000
4400;Sonneberg-Unterlind;16;TH;B;4;; Abzweig B89;N; Abzweig L2662;S;654070,677;5577097,130
4402;Dingelstädt;16;TH;B;247;; Leinefelde;N; Mühlhausen;S;592515,929;5687039,772
4407;Gräfentonna;16;TH;B;176;; Gräfentonna;O; Bad Langensalza;W;619193,401;5661733,858
4408;OU Erfurt;16;TH;B;7;; BAB A4;O; Sömmerda;W;646716,885;5650078,069
4410;Dachwig;16;TH;B;176;; Erfurt;O; Döllstedt;W;630771,982;5660076,802
4412;Gamstädt;16;TH;B;7;; Erfurt;O; Gotha;W;631864,509;5645662,748
4414;Gebesee;16;TH;B;4;; Straussfurt;N; Walschleben;S;635071,875;5662529,793
4415;Ulla;16;TH;B;7;; Weimar;O; Nohra;W;659514,200;5649147,155
4416;Warza;16;TH;B;247;; Westhausen;N; Gotha;S;618397,942;5651088,495
4417;Watzdorf;16;TH;B;88;; Bad Blankenburg;O; Königsee;W;657750,331;5618066,016
4421;Neuheide;16;TH;B;4;; Nordhausen;N; Sondershausen;S;625832,000;5697097,000
4422;Rathsfeld;16;TH;B;85;; Berga;N; Bad Frankenhausen;S;644434,597;5695632,935
4423;Backleben;16;TH;B;176;; Laucha;O; Kölleda;W;659177,713;5674130,977
4425;Rannstedt;16;TH;B;87;; Eckartberg;O; Apolda;W;677708,000;5662080,500
4426;Kölleda;16;TH;B;85;; Schillingstedt;N; Kölleda;S;656344,344;5673919,223
4432;Katharinenberg;16;TH;B;249;; Mühlhausen;O; Eschwege;W;587383,500;5670903,500
4433;Marksuhl;16;TH;B;84;; Eisenach;O; Dorndorf;W;584962,672;5641248,102
4434;Hohe Sonne;16;TH;B;19;; Eisenach;N; Etterwinden;S;592676,409;5643057,080
4442;Ferna;16;TH;B;247;; Duderstadt;N; Worbis;S;591378,651;5700919,566
4444;Arenshausen;16;TH;B;80;; Uder;O; Hohengandern;W;569107,627;5692606,956
4454;Bachfeld;16;TH;B;89;; Schalkau;O; Eisfeld;W;640264,416;5586062,129
4455;Steinheid;16;TH;B;281;; Neuhaus;O; Sachsenbrunn;W;648055,098;5593675,625
4456;Neuhaus-Schierschnitz;16;TH;B;89;; B85;O; Neuhaus;W;659736,706;5575610,977
4461;Dorndorf;16;TH;B;62;; Bad Salzungen;O; Vacha;W;574217,581;5631882,062
4462;Immelborn;16;TH;B;62;; Barchfeld;O; Bad Salzungen;W;589753,208;5627975,477
4463;Walldorf;16;TH;B;19;; Wasungen;N; Meiningen;S;598255,937;5608352,496
4464;Neidhartshausen;16;TH;B;285;; Dermbach;N; Kaltennordheim;S;579328,587;5614421,950
4465;Wutha-Farnroda;16;TH;B;88;; Thal;O; Wutha;W;597837,506;5643125,909
4471;Rothenstein;16;TH;B;88;; AS Jena-Göschwitz, A4;O; Kahla;W;682692,500;5635357,000
4472;Langenwolschendorf;16;TH;B;94;; Zeulenroda;O; Schleiz;W;708246,654;5612913,321
4473;Großebersdorf;16;TH;B;2;; Gera;N; Auma;S;708754,000;5630188,000
4474;Gardschütz;16;TH;B;93;; Altenburg;N; Meerane;S;740547,072;5649351,111
4475;Neue Schänke;16;TH;B;281;; Pößneck;O; Saalfeld;W;676048,007;5615469,367
4476;Wildetaube;16;TH;B;92;; Weida;N; Langenwetzendorf;S;719580,561;5623073,681
